language,construct_id,construct,required,required_state,ts_required,semantic_required,ts_match_count,ts_evidence_names,requirement_class,requirement_vector_13,implementation_class,implementation_role_vector,uast_structures,uasf_seed,semantic_axes,uast_relations,uast_fields,uast_layers,current_frontend_capability,missing,ROLE_MODULE_SCOPE,ROLE_IMPORT,ROLE_DECLARATION,ROLE_BINDING,ROLE_ASSIGNMENT,ROLE_FUNCTION,ROLE_PARAMETER,ROLE_CALL_DISPATCH,ROLE_MEMBER_ACCESS,ROLE_INDEX_SLICE,ROLE_LITERAL,ROLE_CONTAINER_AGGREGATE,ROLE_ITERATION,ROLE_CONTROL_BRANCH,ROLE_CONTROL_TRANSFER,ROLE_CLOSURE_CAPTURE,ROLE_COMPREHENSION,ROLE_PATTERN,ROLE_EXCEPTION,ROLE_ASYNC_CONCURRENCY,ROLE_TYPE_DECL,ROLE_TYPE_EXPR,ROLE_GENERIC,ROLE_MEMORY_REFERENCE,ROLE_CONVERSION_ASSERT,ROLE_ANNOTATION_MODIFIER,ROLE_MACRO_COMPILETIME,ROLE_FFI_ABI,ROLE_SYNCHRONIZATION,ROLE_OPERATOR,ROLE_LABEL_GOTO,ROLE_OWNERSHIP_LIFETIME
zig,C013,Slice,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_76d428545d37,1111?1???111?,IMPL_443565cf1bb8,00000000010000000000000000000100,SliceExpr,UASF_0225;UASF_0231,data.flow;evaluation.order;memory.model;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;effect.has;evaluation.before;memory.aliases;memory.borrows;memory.owns;operation.kind;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;effects;evaluation_order;extensions;id;kind;lifetime;memory_model;operands;operation;ownership;provenance;results;semantic_facets;source_span;storage;type_ref;type_shape;value,data.flow;evaluation;memory.lifetime;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
julia,C013,Slice,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_76d428545d37,1111?1???111?,IMPL_443565cf1bb8,00000000010000000000000000000100,SliceExpr,UASF_0225;UASF_0231,data.flow;evaluation.order;memory.model;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;effect.has;evaluation.before;memory.aliases;memory.borrows;memory.owns;operation.kind;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;effects;evaluation_order;extensions;id;kind;lifetime;memory_model;operands;operation;ownership;provenance;results;semantic_facets;source_span;storage;type_ref;type_shape;value,data.flow;evaluation;memory.lifetime;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nim,C013,Slice,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_76d428545d37,1111?1???111?,IMPL_443565cf1bb8,00000000010000000000000000000100,SliceExpr,UASF_0225;UASF_0231,data.flow;evaluation.order;memory.model;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;effect.has;evaluation.before;memory.aliases;memory.borrows;memory.owns;operation.kind;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;effects;evaluation_order;extensions;id;kind;lifetime;memory_model;operands;operation;ownership;provenance;results;semantic_facets;source_span;storage;type_ref;type_shape;value,data.flow;evaluation;memory.lifetime;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
csharp,C013,Slice,1,BOTH,1,1,1,slice_pattern,RQ_76d428545d37,1111?1???111?,IMPL_443565cf1bb8,00000000010000000000000000000100,SliceExpr,UASF_0225;UASF_0231,data.flow;evaluation.order;memory.model;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;effect.has;evaluation.before;memory.aliases;memory.borrows;memory.owns;operation.kind;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;effects;evaluation_order;extensions;id;kind;lifetime;memory_model;operands;operation;ownership;provenance;results;semantic_facets;source_span;storage;type_ref;type_shape;value,data.flow;evaluation;memory.lifetime;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
java,C013,Slice,1,SEM,0,1,0,,RQ_76d428545d37,1111?1???111?,IMPL_443565cf1bb8,00000000010000000000000000000100,SliceExpr,UASF_0225;UASF_0231,data.flow;evaluation.order;memory.model;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;effect.has;evaluation.before;memory.aliases;memory.borrows;memory.owns;operation.kind;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;effects;evaluation_order;extensions;id;kind;lifetime;memory_model;operands;operation;ownership;provenance;results;semantic_facets;source_span;storage;type_ref;type_shape;value,data.flow;evaluation;memory.lifetime;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin,C013,Slice,1,SEM,0,1,0,,RQ_76d428545d37,1111?1???111?,IMPL_443565cf1bb8,00000000010000000000000000000100,SliceExpr,UASF_0225;UASF_0231,data.flow;evaluation.order;memory.model;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;effect.has;evaluation.before;memory.aliases;memory.borrows;memory.owns;operation.kind;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;effects;evaluation_order;extensions;id;kind;lifetime;memory_model;operands;operation;ownership;provenance;results;semantic_facets;source_span;storage;type_ref;type_shape;value,data.flow;evaluation;memory.lifetime;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
swift,C013,Slice,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_76d428545d37,1111?1???111?,IMPL_443565cf1bb8,00000000010000000000000000000100,SliceExpr,UASF_0225;UASF_0231,data.flow;evaluation.order;memory.model;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;effect.has;evaluation.before;memory.aliases;memory.borrows;memory.owns;operation.kind;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;effects;evaluation_order;extensions;id;kind;lifetime;memory_model;operands;operation;ownership;provenance;results;semantic_facets;source_span;storage;type_ref;type_shape;value,data.flow;evaluation;memory.lifetime;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
r,C014,Literal,1,BOTH,1,1,3,_float_literal;_hex_literal;_number_literal,RQ_56890d627f5e,111111?111111,IMPL_980f8398de6d,00000000001000000000010000000000,LiteralExpr;NilLiteral,UASF_0224;UASF_0236,data.flow;evaluation.order;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;type_shape;value,data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
go,C014,Literal,1,BOTH,1,1,11,_string_literal;composite_literal;float_literal;func_literal;imaginary_literal;int_literal;interpreted_string_literal;interpreted_string_literal_content;raw_string_literal;raw_string_literal_content;rune_literal,RQ_56890d627f5e,111111?111111,IMPL_980f8398de6d,00000000001000000000010000000000,LiteralExpr;NilLiteral,UASF_0224;UASF_0236,data.flow;evaluation.order;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;type_shape;value,data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rust,C014,Literal,1,BOTH,1,1,9,_literal;boolean_literal;char_literal;float_literal;integer_literal;literal;negative_literal;raw_string_literal;string_literal,RQ_56890d627f5e,111111?111111,IMPL_980f8398de6d,00000000001000000000010000000000,LiteralExpr;NilLiteral,UASF_0224;UASF_0236,data.flow;evaluation.order;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;type_shape;value,data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cpp,C014,Literal,1,BOTH,1,1,5,char_literal;number_literal;raw_string_literal;string_literal;user_defined_literal,RQ_56890d627f5e,111111?111111,IMPL_980f8398de6d,00000000001000000000010000000000,LiteralExpr;NilLiteral,UASF_0224;UASF_0236,data.flow;evaluation.order;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;type_shape;value,data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c,C014,Literal,1,TS,1,?,3,char_literal;number_literal;string_literal,RQ_56890d627f5e,111111?111111,IMPL_980f8398de6d,00000000001000000000010000000000,LiteralExpr;NilLiteral,UASF_0224;UASF_0236,data.flow;evaluation.order;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;type_shape;value,data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
python,C014,Literal,1,SEM,0,1,0,,RQ_56890d627f5e,111111?111111,IMPL_980f8398de6d,00000000001000000000010000000000,LiteralExpr;NilLiteral,UASF_0224;UASF_0236,data.flow;evaluation.order;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;type_shape;value,data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
zig,C014,Literal,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_56890d627f5e,111111?111111,IMPL_980f8398de6d,00000000001000000000010000000000,LiteralExpr;NilLiteral,UASF_0224;UASF_0236,data.flow;evaluation.order;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;type_shape;value,data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
julia,C014,Literal,1,TS,1,?,8,boolean_literal;character_literal;command_literal;float_literal;integer_literal;prefixed_command_literal;prefixed_string_literal;string_literal,RQ_56890d627f5e,111111?111111,IMPL_980f8398de6d,00000000001000000000010000000000,LiteralExpr;NilLiteral,UASF_0224;UASF_0236,data.flow;evaluation.order;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;type_shape;value,data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nim,C014,Literal,1,TS,1,?,11,_generalized_string_literal;_literal;_string_literal;char_literal;custom_numeric_literal;float_literal;integer_literal;interpreted_string_literal;long_string_literal;nil_literal;raw_string_literal,RQ_56890d627f5e,111111?111111,IMPL_980f8398de6d,00000000001000000000010000000000,LiteralExpr;NilLiteral,UASF_0224;UASF_0236,data.flow;evaluation.order;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;type_shape;value,data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
csharp,C014,Literal,1,BOTH,1,1,12,boolean_literal;character_literal;character_literal_content;integer_literal;literal;null_literal;raw_string_literal;real_literal;string_literal;string_literal_content;string_literal_encoding;verbatim_string_literal,RQ_56890d627f5e,111111?111111,IMPL_980f8398de6d,00000000001000000000010000000000,LiteralExpr;NilLiteral,UASF_0224;UASF_0236,data.flow;evaluation.order;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;type_shape;value,data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
java,C014,Literal,1,BOTH,1,1,13,_literal;_multiline_string_literal;_string_literal;binary_integer_literal;character_literal;class_literal;decimal_floating_point_literal;decimal_integer_literal;hex_floating_point_literal;hex_integer_literal;null_literal;octal_integer_literal;string_literal,RQ_56890d627f5e,111111?111111,IMPL_980f8398de6d,00000000001000000000010000000000,LiteralExpr;NilLiteral,UASF_0224;UASF_0236,data.flow;evaluation.order;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;type_shape;value,data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kotlin,C014,Literal,1,BOTH,1,1,15,_function_literal;_uni_character_literal;bin_literal;boolean_literal;character_literal;collection_literal;hex_literal;integer_literal;lambda_literal;long_literal;null_literal;object_literal;real_literal;string_literal;unsigned_literal,RQ_56890d627f5e,111111?111111,IMPL_980f8398de6d,00000000001000000000010000000000,LiteralExpr;NilLiteral,UASF_0224;UASF_0236,data.flow;evaluation.order;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;type_shape;value,data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
swift,C014,Literal,1,TS,1,?,25,_basic_literal;_extended_regex_literal;_multiline_regex_literal;_oneline_regex_literal;_string_literal;_uni_character_literal;array_literal;bin_literal;boolean_literal;colorLiteral;dictionary_literal;fileLiteral;hex_literal;imageLiteral;integer_literal;lambda_literal;line_string_literal;multi_line_string_literal;nil_literal;oct_literal;playground_literal;raw_string_literal;real_literal;regex_literal;special_literal,RQ_56890d627f5e,111111?111111,IMPL_980f8398de6d,00000000001000000000010000000000,LiteralExpr;NilLiteral,UASF_0224;UASF_0236,data.flow;evaluation.order;nodes.expression;operations;types.structure,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;type_shape;value,data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
r,C015,Tuple,1,SEM,0,1,0,,RQ_8ea2a35f95de,1111?1?111111,IMPL_00b2b59dbd2a,00000000000100000000010000000000,TupleExpr;TupleType;TupleResult,UASF_0076;UASF_0208;UASF_0224,binding.graph;conversion.semantics;data.flow;evaluation.order;nodes.expression;operations;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;conversion.converts;data.def_use;data.operand;data.result;evaluation.before;name.resolves;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape;value,binding.scope;data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
go,C015,Tuple,1,SEM,0,1,0,,RQ_8ea2a35f95de,1111?1?111111,IMPL_00b2b59dbd2a,00000000000100000000010000000000,TupleExpr;TupleType;TupleResult,UASF_0076;UASF_0208;UASF_0224,binding.graph;conversion.semantics;data.flow;evaluation.order;nodes.expression;operations;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;conversion.converts;data.def_use;data.operand;data.result;evaluation.before;name.resolves;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape;value,binding.scope;data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rust,C015,Tuple,1,BOTH,1,1,4,tuple_expression;tuple_pattern;tuple_struct_pattern;tuple_type,RQ_8ea2a35f95de,1111?1?111111,IMPL_00b2b59dbd2a,00000000000100000000010000000000,TupleExpr;TupleType;TupleResult,UASF_0076;UASF_0208;UASF_0224,binding.graph;conversion.semantics;data.flow;evaluation.order;nodes.expression;operations;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;conversion.converts;data.def_use;data.operand;data.result;evaluation.before;name.resolves;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape;value,binding.scope;data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cpp,C015,Tuple,1,SEM,0,1,0,,RQ_8ea2a35f95de,1111?1?111111,IMPL_00b2b59dbd2a,00000000000100000000010000000000,TupleExpr;TupleType;TupleResult,UASF_0076;UASF_0208;UASF_0224,binding.graph;conversion.semantics;data.flow;evaluation.order;nodes.expression;operations;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;conversion.converts;data.def_use;data.operand;data.result;evaluation.before;name.resolves;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape;value,binding.scope;data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c,C015,Tuple,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_8ea2a35f95de,1111?1?111111,IMPL_00b2b59dbd2a,00000000000100000000010000000000,TupleExpr;TupleType;TupleResult,UASF_0076;UASF_0208;UASF_0224,binding.graph;conversion.semantics;data.flow;evaluation.order;nodes.expression;operations;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;conversion.converts;data.def_use;data.operand;data.result;evaluation.before;name.resolves;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape;value,binding.scope;data.flow;evaluation;structure.expression;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
